title,release_year,imdb_id,poster,tmdb_id,cast,director,genres,production_companies
Shrink,2009,tt1247692,https://m.media-amazon.com/images/M/MV5BMTk1OTU1OTM3NF5BMl5BanBnXkFtZTcwNDMwMjU2Mg@@._V1_.jpg,22640,KevinSpacey MarkWebber KekePalmer SaffronBurrows JackHuston PellJames,JonasPate,Comedy Drama,IthakaEntertainment IgniteEntertainment MandateInternational RoadsideAttractions
The Ugly Truth,2009,tt1142988,https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_.jpg,20943,KatherineHeigl GerardButler EricWinter NickSearcy BreeTurner JohnMichaelHiggins,RobertLuketic,Comedy Romance,LakeshoreEntertainment RelativityMedia
Adam,2009,tt1185836,https://m.media-amazon.com/images/M/MV5BMTkzNzk4NDYwNl5BMl5BanBnXkFtZTcwOTE2MTY1Mg@@._V1_.jpg,22051,HughDancy RoseByrne PeterGallagher AmyIrving FrankieFaison MarkLinn-Baker,MaxMayer,Drama Romance,OlympusPictures DeerPathProductions NorthwoodProductions SerenadeFilms Vox3Films
Aliens in the Attic,2009,tt0775552,https://m.media-amazon.com/images/M/MV5BMTk3NTMzNTIxNV5BMl5BanBnXkFtZTcwOTI4ODU1Mg@@._V1_.jpg,20856,JKSimmons ThomasHadenChurch KevinNealon RobertHoffman DorisRoberts TimMeadows,JohnSchultz,Adventure Comedy Family Fantasy ScienceFiction,RegencyEnterprises JosephsonEntertainment DuneEntertainment 20thCenturyFox
The Collector,2009,tt0844479,https://m.media-amazon.com/images/M/MV5BMTQ4NTU3OTE3OF5BMl5BanBnXkFtZTcwNTkxMjA3Mg@@._V1_.jpg,21407,JoshStewart JuanFernández MichaelReillyBurke MadelineZima AndreaRoth KarleyScottCollins,MarcusDunstan,Horror Thriller,ImaginariumEntertainmentGroup FortressFeatures LDEntertainment
The Cove,2009,tt1313104,https://m.media-amazon.com/images/M/MV5BMzM3NTRhMTctNTE2MS00YjJmLWE2ZmMtMmY3MWI0ODExMTMzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,23128,JoeChisholm Mandy-RaeCruikshank CharlesHambleton SimonHutchins KirkKrack IsabelLucas,LouiePsihoyos,Documentary,QuickfireFilms DiamondDocs SkyFishFilms OceanicPreservationSociety Participant
Funny People,2009,tt1201167,https://m.media-amazon.com/images/M/MV5BNWU0ZDllZWEtNWI4ZC00YjIzLTk3YjMtZmE0MmFiNzg4MmRlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,20829,AdamSandler SethRogen LeslieMann EricBana JonahHill JasonSchwartzman,JuddApatow,Comedy Drama,ColumbiaPictures UniversalPictures RelativityMedia ApatowProductions Madison23 HappyMadisonProductions
Cold Souls,2009,tt1127877,https://m.media-amazon.com/images/M/MV5BMTMwMjA1ODA4OF5BMl5BanBnXkFtZTcwMjA3NjU2Mg@@._V1_.jpg,30250,PaulGiamatti EmilyWatson DinaKorzun DavidStrathairn KatherynWinnick LaurenAmbrose,SophieBarthes,Comedy Drama Fantasy ScienceFiction,SamuelGoldwynFilms TwoLanePictures WinnerArts JourneymanPictures TouchyFeelyFilms MementoFilmsProduction ARTEFranceCinéma
G.I. Joe: The Rise of Cobra,2009,tt1046173,https://m.media-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_.jpg,14869,AdewaleAkinnuoye-Agbaje ChristopherEccleston LeeByung-hun JosephGordon-Levitt SiennaMiller RachelNichols,StephenSommers,Adventure Action Thriller ScienceFiction,Paramount SpyglassEntertainment diBonaventuraPictures Hasbro KontseptFilmCompany
Julie & Julia,2009,tt1135503,https://m.media-amazon.com/images/M/MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_.jpg,24803,MerylStreep AmyAdams StanleyTucci ChrisMessina LindaEmond HelenCarey,NoraEphron,Romance Drama,ColumbiaPictures EasyThereTigerProductions ScottRudinProductions
Paper Heart,2009,tt1331064,https://m.media-amazon.com/images/M/MV5BMTY0OTg3MzM1M15BMl5BanBnXkFtZTcwMzAyMzI1Mg@@._V1_.jpg,25183,CharlyneYi DemetriMartin JakeJohnson GivenSharp MartinStarr MichaelCera,NicholasJasenovec,Comedy Drama Romance,OvertureFilms AnchorBayEntertainment PaperHeartProductions
A Perfect Getaway,2009,tt0971209,https://m.media-amazon.com/images/M/MV5BMjA3NzcxNzAwOV5BMl5BanBnXkFtZTcwNTgyNDU2Mg@@._V1_.jpg,12403,SteveZahn MillaJovovich TimothyOlyphant KieleSanchez ChrisHemsworth MarleyShelton,DavidTwohy,Thriller Mystery Adventure,TooleyProductions Rogue RelativityMedia QEDInternational
Bandslam,2009,tt0976222,https://m.media-amazon.com/images/M/MV5BMTg0MDI4MTIzMV5BMl5BanBnXkFtZTcwMDU5MjI2Mg@@._V1_.jpg,23367,AlyMichalka VanessaHudgens GaelanConnell ScottPorter RyanDonowho CharlieSaxton,ToddGraff,Comedy Drama Family Music Romance,SummitEntertainment WaldenMedia Goldsmith-ThomasProductions
District 9,2009,tt1136608,https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,17654,SharltoCopley JasonCope NathalieBoltt SylvaineStrike ElizabethMkandawie JohnSumner,NeillBlomkamp,ScienceFiction,TriStarPictures Block/Hanson WingNutFilms District9
Earth Days,2009,tt1230130,https://m.media-amazon.com/images/M/MV5BMTM5MDU5ODgyMV5BMl5BanBnXkFtZTcwNzUyNTE3Mg@@._V1_.jpg,62106,DenisHayes,RobertStone,Documentary,AmericanExperience RobertStoneProductions WGBH
"The Goods: Live Hard, Sell Hard",2009,tt1092633,https://m.media-amazon.com/images/M/MV5BMTMwNDI1OTk3MF5BMl5BanBnXkFtZTcwMzY5MDI2Mg@@._V1_.jpg,19905,JeremyPiven VingRhames JamesBrolin DavidKoechner KathrynHahn EdHelms,NealBrennan,Comedy,KevinMessickProductions ParamountVantage GarySanchezProductions
Grace,2009,tt1220213,https://m.media-amazon.com/images/M/MV5BODI4MDU0MTI5OV5BMl5BanBnXkFtZTcwNzEzODUyMg@@._V1_.jpg,21398,JordanLadd SamanthaFerris GabrielleRose StephenPark SergeHoude KateHerriot,PaulSolet,Horror Thriller,ArieScopePictures DarkEyeEntertainment LeomaxEntertainment
Spread,2009,tt1186370,https://m.media-amazon.com/images/M/MV5BNzY5NjMzNzUwN15BMl5BanBnXkFtZTcwNTQ1ODY2Mg@@._V1_.jpg,19918,AshtonKutcher AnneHeche MargaritaLevieva SebastianStan AshleyJohnson SoniaRockwell,DavidMackenzie,Comedy Romance,OceanaMediaFinance BarbarianFilms KatalystFilms
The Time Traveler's Wife,2009,tt0452694,https://m.media-amazon.com/images/M/MV5BZWNlN2RmZDktNzllNC00NDVlLTllMzgtZGQ1YmRmZThmZjZmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,24420,EricBana RachelMcAdams MichelleNolden ArlissHoward RonLivingston StephenTobolowsky,RobertSchwentke,Drama Romance Fantasy,NewLineCinema PlanBEntertainment NickWechslerProductions InternationaleScarenaFilmproduktionsgesellschaft2
Art & Copy,2009,tt1333631,https://m.media-amazon.com/images/M/MV5BMTI2MDcxMzk0Ml5BMl5BanBnXkFtZTcwNzcyNDg3Mg@@._V1_.jpg,36432,LeeClow JimDurfee CliffFreeman JeffGoodby GeorgeLois DavidKennedy,DougPray,Documentary,Art&Industry GranitePass TheOneClub
Five Minutes of Heaven,2009,tt1238291,https://m.media-amazon.com/images/M/MV5BNTIwODEyNjgwNF5BMl5BanBnXkFtZTcwODE0ODg3Mg@@._V1_.jpg,16759,LiamNeeson JamesNesbitt AnamariaMarinca MarkRyder NiamhCusack PaulGarrett,OliverHirschbiegel,Crime Drama Thriller,RubyFilms BBCFilm BigFishFilms ScreenIreland ElementPictures NorthernIrelandScreen Pathé MEDIAProgrammeoftheEuropeanUnion
Inglourious Basterds,2009,tt0361748,https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,16869,BradPitt MélanieLaurent ChristophWaltz EliRoth MichaelFassbender DianeKruger,QuentinTarantino,Drama Thriller War,TheWeinsteinCompany UniversalPictures ABandApart ZehnteBabelsbergFilm VisionaRomantica PeninsulaFilms
The Marc Pease Experience,2009,tt0913413,https://m.media-amazon.com/images/M/MV5BMTI4NzA0MzE1OV5BMl5BanBnXkFtZTcwNzg2OTI4Mg@@._V1_.jpg,25154,JasonSchwartzman AnnaKendrick BenStiller JayPaulson CullenMoss BJArnett,ToddLouiso,Comedy Drama,ParamountVantage
My One and Only,2009,tt1185431,https://m.media-amazon.com/images/M/MV5BMTkxMDI1MjExNF5BMl5BanBnXkFtZTcwNzA1MzQ3Mg@@._V1_.jpg,26820,RenéeZellweger LoganLerman KevinBacon TroyGarity DavidKoechner EricMcCormack,RichardLoncraine,Comedy Drama,HerrickEntertainment
Post Grad,2009,tt1142433,https://m.media-amazon.com/images/M/MV5BMTcxNzg0NDQ4NF5BMl5BanBnXkFtZTcwMzM2Njg0Mg@@._V1_.jpg,25704,AlexisBledel ZachGilford RodrigoSantoro JaneLynch CarolBurnett MichaelKeaton,VickyJenson,Comedy Drama,TheMontecitoPictureCompany DuneEntertainment ColdSpringPictures FoxAtomic
World's Greatest Dad,2009,tt1262981,https://m.media-amazon.com/images/M/MV5BNDZhMThjMDMtYTY4Mi00YmVjLTgxZDYtZDQzZjdmNjNhZGVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,20178,RobinWilliams AlexieGilmore DarylSabara EvanMartin GeoffPierson HenrySimmons,BobcatGoldthwait,Comedy Romance Drama,MagnoliaPictures JerkschoolProductions
Big Fan,2009,tt1228953,https://m.media-amazon.com/images/M/MV5BMjExNjQxNTczMl5BMl5BanBnXkFtZTcwMjc5MTA3Mg@@._V1_.jpg,29150,PattonOswalt KevinCorrigan MichaelRapaport MarciaJeanKurtz SerafinaFiore GinoCafarelli,RobertDSiegel,Comedy Drama,BigFanProductions
The Final Destination,2009,tt1144884,https://m.media-amazon.com/images/M/MV5BNzY1NmU2MDgtMDQxNC00MTQ4LTgxMWQtYWNkOWMyZWFlODZiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg,19912,BobbyCampo ShantelVanSanten MykeltiWilliamson NickZano HaleyWebb KristaAllen,DavidREllis,Horror Mystery,ParallelZide NewLineCinema PracticalPictures
Halloween II,2009,tt1311067,https://m.media-amazon.com/images/M/MV5BMjE2OTEzODI0NF5BMl5BanBnXkFtZTcwMTE4MTY2Mg@@._V1_.jpg,24150,ScoutTaylor-Compton MalcolmMcDowell BradDourif TylerMane SheriMoonZombie AngelaTrimbur,RobZombie,Horror,DimensionFilms SpectacleEntertainmentGroup TrancasInternationalFilms
Mystery Team,2009,tt1237838,https://m.media-amazon.com/images/M/MV5BMjA0MzI5ODYyMl5BMl5BanBnXkFtZTcwNTEwOTQzMg@@._V1_.jpg,38087,DonaldGlover AubreyPlaza DominicDierkes DCPierson MattWalsh GlennKalison,DanEckman,Comedy Crime Mystery Thriller,DerrickComedyProductions OffhollywoodDigital
The Open Road,2009,tt1007018,https://m.media-amazon.com/images/M/MV5BMTM1NDc5NzYwOF5BMl5BanBnXkFtZTcwMzc5Mzc3Mg@@._V1_.jpg,24663,JustinTimberlake JeffBridges KateMara HarryDeanStanton MarySteenburgen BretSaberhagen,MichaelMeredith,Comedy Drama Romance,MadisonWells PerfectWeekend AquaFoxxProductions HeavyLifting MaximonPictures
The September Issue,2009,tt1331025,https://m.media-amazon.com/images/M/MV5BNGY1OTRjNTYtYjEzYy00NDY1LWI3YWQtYWE5NmZmNTMxZTFjXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_.jpg,23044,AnnaWintour GraceCoddington AndréLeonTalley HamishBowles TonneGoodman SiennaMiller,RJCutler,Documentary,A&EIndieFilms ActualRealityPictures
Taking Woodstock,2009,tt1127896,https://m.media-amazon.com/images/M/MV5BNzE5NDYzM2YtMjlhMS00Yjc5LWFhZWUtNjQ4ODVhZTQ4OTFkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,26320,DemetriMartin ImeldaStaunton HenryGoodman LievSchreiber JonathanGroff EugeneLevy,AngLee,Music Comedy Drama,FocusFeatures HaishangFilms TakingWoodstock
We Live in Public,2009,tt0498329,https://m.media-amazon.com/images/M/MV5BMjE4MjE2MzA3MF5BMl5BanBnXkFtZTcwMzY5Nzc3Mg@@._V1_.jpg,34015,JoshHarris,OndiTimoner,Documentary,InterloperFilms
All About Steve,2009,tt0881891,https://m.media-amazon.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_.jpg,23706,SandraBullock ThomasHadenChurch BradleyCooper KenJeong DJQualls HowardHesseman,PhilTraill,Comedy,Fox2000Pictures DuneEntertainmentIII FortisFilms DuneEntertainment RadarPictures
American Casino,2009,tt1396209,https://m.media-amazon.com/images/M/MV5BMTMzMzcyNzM2OV5BMl5BanBnXkFtZTcwNjQ4MDU4Mg@@._V1_.jpg,57904,BenBernanke SheilaDixon PhilGramm HenryPaulson HenryWaxman,LeslieCockburn,Documentary,TableRockFilms
Amreeka,2009,tt1190858,https://m.media-amazon.com/images/M/MV5BMTc2NTU0MDA0M15BMl5BanBnXkFtZTcwOTg1OTA4Mg@@._V1_.jpg,29134,NisreenFaour MelkarMuallem HiamAbbass AliaShawkat JennaKawar JosephZiegler,CherienDabis,Drama,FirstGenerationFilms AlcinaPictures BuffaloGalPictures LevantineEntertainment EagleVisionMediaGroup ImagenationAbuDhabiFZ MFM MaximumFilmInternational RAAbdoo&Co RotanaStudios ShowtimeArabia VioletJabaraFoundation NationalGeographic
Carriers,2009,tt0806203,https://m.media-amazon.com/images/M/MV5BNDNmMDAwMzgtYzA4MC00MWM0LWFkNDMtMmFjNmFhNjRlOTk1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg,25769,LouTaylorPucci ChrisPine PiperPerabo EmilyVanCamp ChristopherMeloni KiernanShipka,ÀlexPastor,Action Drama Horror ScienceFiction Thriller,ParamountVantage LikelyStory ThisIsThatProductions IvyBoyProductions
Extract,2009,tt1225822,https://m.media-amazon.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_.jpg,12569,JasonBateman MilaKunis KristenWiig BenAffleck JKSimmons CliftonCollinsJr,MikeJudge,Comedy,Miramax
Gamer,2009,tt1034032,https://m.media-amazon.com/images/M/MV5BMTkzMDU0NTg3MF5BMl5BanBnXkFtZTcwNzU1MjU1Mg@@._V1_.jpg,18501,GerardButler AmberValletta MichaelCHall KyraSedgwick LoganLerman AlisonLohman,BrianTaylor,Action Thriller ScienceFiction,Lionsgate LakeshoreEntertainment
9,2009,tt0472033,https://m.media-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_.jpg,12244,ElijahWood JohnCReilly JenniferConnelly ChristopherPlummer CrispinGlover MartinLandau,ShaneAcker,Action Adventure Animation ScienceFiction Thriller,TimBurtonProductions RelativityMedia ArcProductions StarzAnimation FocusFeatures
Crude,2009,tt1326204,https://m.media-amazon.com/images/M/MV5BMTY3MzM1NzM5OV5BMl5BanBnXkFtZTcwMDgwMTM3Mg@@._V1_.jpg,34214,RafaelCorrea HugoChávez TrudieStyler LupitaDeHeredia AmyGoodman,JoeBerlinger,Documentary,ThirdEyeMotionPictureCompany EntendreFilms RadicalMedia RedEnvelopeEntertainment
Sorority Row,2009,tt1232783,https://m.media-amazon.com/images/M/MV5BMjEyMTQ4ODc4M15BMl5BanBnXkFtZTcwMzI1NjE4Mg@@._V1_.jpg,26688,BrianaEvigan LeahPipes RumerWillis JamieChung JulianMorris MargoHarshman,StewartHendler,Horror Mystery,KarzEntertainment SummitEntertainment HouseRowProductions
White on Rice,2009,tt0892904,https://m.media-amazon.com/images/M/MV5BMjAyMTc4ODA4NV5BMl5BanBnXkFtZTcwMDMwNDk5Mw@@._V1_.jpg,39450,HiroshiWatanabe LynnChen JoyOsmanski CathyShim BruceCampbell KitanaBaker,DaveBoyle,Comedy Romance,Brainwave MalatovaProductions TigerIndustryFilms
Whiteout,2009,tt0365929,https://m.media-amazon.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_.jpg,22787,KateBeckinsale GabrielMacht TomSkerritt ColumbusShort ShawnDoyle AlexOLoughlin,DominicSena,Action Crime Mystery Thriller,DarkCastleEntertainment WarnerBrosPictures
Mr. Nobody,2009,tt0485947,https://m.media-amazon.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_.jpg,31011,JaredLeto SarahPolley DianeKruger Linh-DanPham RhysIfans NatashaLittle,JacoVanDormael,ScienceFiction Drama Romance Fantasy,PanEuropéenneProduction VirtualFilms WildBunch
Bright Star,2009,tt0810784,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_.jpg,29963,AbbieCornish BenWhishaw PaulSchneider KerryFox EdieMartin ThomasBrodie-Sangster,JaneCampion,Drama Romance,BBCFilm PathéRennProductions UKFilmCouncil ScreenAustralia HopscotchProductions JanChapmanFilms AustralianFilmFinanceCorporation
Cloudy with a Chance of Meatballs,2009,tt0844471,https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_.jpg,22794,BillHader AnnaFaris JamesCaan NeilPatrickHarris AndySamberg MrT,PhilLord,Animation Comedy Family,SonyPicturesAnimation ColumbiaPictures
Fuel,2009,tt1072437,https://m.media-amazon.com/images/M/MV5BMzc0MzE0NzM2MF5BMl5BanBnXkFtZTcwMTE2Nzg3MQ@@._V1_.jpg,34696,MarciaAnnBurrs WillBeinbrink KerrisDorsey BrianaFeehan HunterClary MichaelEsparza,OktayOrtabasi,Drama,TheDreamingTree
The Informant!,2009,tt1130080,https://m.media-amazon.com/images/M/MV5BMTc4MDIyMTM3NV5BMl5BanBnXkFtZTcwNDQ2Nzg2Mg@@._V1_.jpg,11323,MattDamon LucasMcHughCarroll EddieJemison RustySchwimmer CraigRicciShaynak TomPapa,StevenSoderbergh,Drama Comedy Crime,Jaffe/BraunsteinEnterprise Participant GroundswellProductions SectionEight WarnerBrosPictures
Jennifer's Body,2009,tt1131734,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_.jpg,19994,MeganFox AmandaSeyfried JohnnySimmons AdamBrody JKSimmons AmySedaris,KarynKusama,Horror Comedy,FoxAtomic DuneEntertainment
Love Happens,2009,tt0899106,https://m.media-amazon.com/images/M/MV5BMTU1ODc4NjkyOF5BMl5BanBnXkFtZTcwMTA1MjU2Mg@@._V1_.jpg,25643,AaronEckhart JenniferAniston JudyGreer MartinSheen DeirdreBlades JohnCarrollLynch,BrandonCamp,Drama Romance,StuberProductions Camp/ThompsonPictures UniversalPictures RelativityMedia ScionFilms TravelingFilmProductions
Splice,2009,tt1017460,https://m.media-amazon.com/images/M/MV5BMjEwODQ0MjI2OV5BMl5BanBnXkFtZTcwMTA4MjQ0Mw@@._V1_.jpg,37707,AdrienBrody SarahPolley DelphineChanéac DavidHewlett AbigailChu StephanieBaird,VincenzoNatali,Horror ScienceFiction Thriller,Gaumont DarkCastleEntertainment CopperheartEntertainment SenatorEntertainment WarnerBrosPictures Canal+ SilverPictures TPSStar TéléfilmCanada
The Boys Are Back,2009,tt0926380,https://m.media-amazon.com/images/M/MV5BMTYzMTQ1MjczOV5BMl5BanBnXkFtZTcwMDg5MTI4Mg@@._V1_.jpg,23512,CliveOwen LauraFraser EmmaBooth GeorgeMacKay EmmaLung NatashaLittle,ScottHicks,Drama,AustralianFilmFinanceCorporation BBCFilm HopscotchProductions ScreenAustralia SouthernLightFilms TigerAspectProductions SouthAustralianFilmCorporation
Brief Interviews with Hideous Men,2009,tt0790627,https://m.media-amazon.com/images/M/MV5BMTQyNzYxMTk4NF5BMl5BanBnXkFtZTcwMDY1MTM4Mg@@._V1_.jpg,29151,JulianneNicholson WillArnett BobbyCannavale MichaelCerveris JoshCharles DominicCooper,JohnKrasinski,Comedy Drama Romance,WoodshedEntertainment SaltyFeatures SundayNightProductions
Fame,2009,tt1016075,https://m.media-amazon.com/images/M/MV5BMTU1NjE1NjY0OF5BMl5BanBnXkFtZTcwMDQ3ODg3Mg@@._V1_.jpg,28665,KayPanabaker WalterPerez NaturiNaughton AsherBook KheringtonPayne AnnaMariaPerezdeTagle,KevinTancharoen,Music Comedy Drama Romance,UnitedArtists LakeshoreEntertainment Metro-Goldwyn-Mayer
I Hope They Serve Beer in Hell,2009,tt1220628,https://m.media-amazon.com/images/M/MV5BMTQzMzQyNzIyNF5BMl5BanBnXkFtZTcwNDAwMjc3Mg@@._V1_.jpg,30128,MattCzuchry JesseBradford GeoffStults MarikaDominczyk KeriLynnPratt TraciLords,BobGosse,Comedy,DarkoEntertainment RudiusFilms
Pandorum,2009,tt1188729,https://m.media-amazon.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_.jpg,19898,BenFoster DennisQuaid CamGigandet AntjeTraue CungLe EddieRouse,ChristianAlvart,Action Horror Mystery ScienceFiction Thriller,ImpactPictures StudioBabelsberg SummitEntertainment ConstantinFilm OvertureFilms FFA FFFBayern DeutscherFilmförderfonds
Surrogates,2009,tt0986263,https://m.media-amazon.com/images/M/MV5BN2FiZTdjY2YtMzg2YS00ODEyLTg3NWQtZmVhZDg1YzE0OTJjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg,19959,BruceWillis RadhaMitchell RosamundPike JamesCromwell VingRhames HelenaMattsson,JonathanMostow,ScienceFiction Action Thriller,WintergreenProductions TouchstonePictures MandevilleFilms TopShelfProductions
Trailer Park Boys: Countdown to Liquor Day,2009,tt1337032,https://m.media-amazon.com/images/M/MV5BMTExNzA5NDI5MTleQTJeQWpwZ15BbWU3MDg1NTc4NDU@._V1_.jpg,27561,JohnPaulTremblay RobbWells MikeSmith JohnDunsworth LucyDecoutere PatrickRoach,MikeClattenburg,Comedy Crime,TrailerParkProductions TopsailEntertainment
Capitalism: A Love Story,2009,tt1232207,https://m.media-amazon.com/images/M/MV5BMTYyMTA2MTE4NF5BMl5BanBnXkFtZTcwNTgwMDE4Mg@@._V1_.jpg,22074,MichaelMoore ElijahCummings MarcyKaptur BernieSanders ElizabethWarren ThoraBirch,MichaelMoore,Documentary,TheWeinsteinCompany ParamountVantage DogEatDogFilms OvertureFilms
The Invention of Lying,2009,tt1058017,https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_.jpg,23082,RickyGervais JenniferGarner JonahHill LouisCK JeffreyTambor FionnulaFlanagan,RickyGervais,Comedy Fantasy Romance,WintergreenProductions MRC 1821Pictures LinPictures LyndaObstProductions WarnerBrosPictures RadarPictures FocusFeatures
A Serious Man,2009,tt1019452,https://m.media-amazon.com/images/M/MV5BNGZkODlhMjktNzhhMC00YjFiLWJmODMtNjQwOGMzZjMxNTZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,12573,MichaelStuhlbarg RichardKind FredMelamed SariLennick AaronWolff JessicaMcManus,JoelCoen,Comedy Drama,MikeZossProductions FocusFeatures RelativityMedia WorkingTitleFilms StudioCanal
Whip It,2009,tt1172233,https://m.media-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_.jpg,22798,ElliotPage AliaShawkat KristenWiig DrewBarrymore ShannonEagen LandonPigg,DrewBarrymore,Drama,DuneEntertainment MandatePictures VincentPictures FlowerFilms RyeRoadProductions BabeRuthlessProductions BarryMendelProductions FoxSearchlightPictures MandateInternational
Zombieland,2009,tt1156398,https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_.jpg,19908,WoodyHarrelson JesseEisenberg EmmaStone AbigailBreslin AmberHeard BillMurray,RubenFleischer,Comedy Horror,Pariah ColumbiaPictures RelativityMedia
Couples Retreat,2009,tt1078940,https://m.media-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_.jpg,19899,VinceVaughn JasonBateman JonFavreau FaizonLove KristinDavis MalinÅkerman,PeterBillingsley,Comedy Romance,StuberProductions UniversalPictures RelativityMedia WildWestPictureShowProductions
The Damned United,2009,tt1226271,https://m.media-amazon.com/images/M/MV5BMjEyMzkzMjM0MV5BMl5BanBnXkFtZTcwNzE3NTU3Mg@@._V1_.jpg,21641,MichaelSheen TimothySpall ColmMeaney JimBroadbent MauriceRoëves StephenGraham,TomHooper,Drama History,BBCFilm ScreenYorkshire LeftBankPictures ColumbiaPictures SonyPicturesClassics
An Education,2009,tt1174732,https://m.media-amazon.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_.jpg,24684,CareyMulligan PeterSarsgaard DominicCooper RosamundPike OliviaWilliams AlfredMolina,LoneScherfig,Drama Romance,BBCFilm WildgazeFilms EndgameEntertainment
From Mexico With Love,2009,tt0457355,https://m.media-amazon.com/images/M/MV5BMTMyMzUyNzMwNF5BMl5BanBnXkFtZTcwMTgzMDk4Mg@@._V1_.jpg,32286,KunoBecker StevenBauer StephenLang AlexNesic DanayGarcía AngélicaAragón,JimmyNickerson,Action Drama,CinamourEntertainment
Good Hair,2009,tt1213585,https://m.media-amazon.com/images/M/MV5BMTg0Mjk3OTgwNl5BMl5BanBnXkFtZTcwMTgwOTg3Mg@@._V1_.jpg,22800,MayaAngelou ChrisRock NiaLong VanessaBellCalloway Ice-T TanyaCrumel,JeffStilson,Documentary Comedy,ChrisRockEntertainment HBOFilms
Peter and Vandy,2009,tt1144551,https://m.media-amazon.com/images/M/MV5BMTMyNjUxMjk1MF5BMl5BanBnXkFtZTcwNzU3NzM4Mg@@._V1_.jpg,34128,JasonRitter JessWeixler JesseLMartin TracieThoms NoahBean DavidRasche,JayDiPietro,Drama Comedy Romance,PaperStreetFilms
Black Dynamite,2009,tt1190536,https://m.media-amazon.com/images/M/MV5BODMyM2JiYzMtODY3OS00ODExLTg0YzYtYWNlZTczMDUzY2I3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,24804,MichaelJaiWhite ArsenioHall TommyDavidson KevinChapman RichardEdson BokeemWoodbine,ScottSanders,Comedy Action,SixPointHarness DestinationFilms GoliathEntertainment ArsNova
Law Abiding Citizen,2009,tt1197624,https://m.media-amazon.com/images/M/MV5BNTQ1NmZlNDktZTg0NS00ZjNhLTk5M2QtNzExNjUzY2MwMjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,22803,JamieFoxx GerardButler ColmMeaney BruceMcGill LeslieBibb MichaelIrby,FGaryGray,Drama Crime Thriller,TheFilmDepartment EvilTwins WarpFilms G-BASE OvertureFilms
